Column,Timestamp,Question 1: In which institution are you based?,Question 2: Which of the following roles apply to you? 1,Question 2: Which of the following roles apply to you? 2,Question 2: Which of the following roles apply to you? 3,Question 2: Which of the following roles apply to you? 4,Question 2: Which of the following roles apply to you? 5,Question 3: Which of the following disciplines best applies to your work?,Question 4: Which funder currently provides the majority of your funding?,Question 5: How many years have you worked in research?,Question 6: Do you use research software?,Question 7: What would happen if you could no longer use research software?,Question 8: Do you develop your own research software?,Question 9: Have you received any training in software development?,Question 10: Have you ever included costs for software development in a funding proposal?,Question 11: Please provide the name(s) of the main research software you use.,Question 11: all data,Extra question 1: What is your job title?,Extra question 2: What is your gender?,Extra question 3: Are you employed on a permanent or fixed-term contract,Extra question 4: What is your preferred Operating System?,Q11_valid_data
266,10/20/2014 20:29:35,university of nottingham,I conduct research,,,,,"Biological, mathematical & physical sciences",bbsrc - biotechnology and biological sciences research council,6-10 years,Yes,It would not be practical to conduct my work without software,No,No,I'm not involved in bid writing,"VectorNTI, CLC Genomics Workbench, GenePattern, BioEdit, HTSeq, Intrgrated Genomics Viewer , MEGA phylogenetics software.,",vectornti,postdoctoral researcher,Male,Fixed term,Microsoft Windows,True
,,,,,,,,,,,,,,,,, clc bio genomics workbench,,,,,
,,,,,,,,,,,,,,,,, genepattern,,,,,
,,,,,,,,,,,,,,,,, bioedit,,,,,
,,,,,,,,,,,,,,,,, htseq,,,,,
,,,,,,,,,,,,,,,,, intrgrated genomics viewer ,,,,,
,,,,,,,,,,,,,,,,, mega phylogenetics software,,,,,
,,,,,,,,,,,,,,,,,,,,,,
267,10/20/2014 20:41:35,university of leeds,I conduct research,,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,Less than a year,Yes,"My work would require more effort, but it would still be possible",Yes,Yes - self taught using online resources or books,No,"Labview, SPSS, Matlab",labview,phd student,Male,Fixed term,Linux,True
,,,,,,,,,,,,,,,,,spss,,,,,
,,,,,,,,,,,,,,,,,matlab,,,,,
268,10/20/2014 20:53:48,queen mary university of london,I conduct research, I develop software for researchers,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - a taught course,"No, but we expected to develop software as part of the project","CBMC, various shell/Perl scripts, Jenkins",cbmc,lecturer,Male,Permanent,Mac OS X,True
,,,,,,,,,,,,,,,,,perl,,,,,
,,,,,,,,,,,,,,,,, jenkins,,,,,
269,10/20/2014 21:25:04,imperial college london,I conduct research,,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,I'm not involved in bid writing,"Igor Pro, Matlab, python, C++",igor pro,researcher,Male,Permanent,Microsoft Windows,True
,,,,,,,,,,,,,,,,,matlab,,,,,
,,,,,,,,,,,,,,,,, python,,,,,
,,,,,,,,,,,,,,,,, c++,,,,,
270,10/20/2014 21:29:49,imperial college london,I conduct research,,,,,"Biological, mathematical & physical sciences",university central funds,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,I'm not involved in bid writing,"Nu Plasma MC-ICP-MS propriety software, Python scripts written by myself including matplotlip/numpy/scipy, occasional Octave, occasional QuantumGIS",nu plasma,phd student,Other,Fixed term,Linux,True
,,,,,,,,,,,,,,,,,python,,,,,
,,,,,,,,,,,,,,,,, octave,,,,,
,,,,,,,,,,,,,,,,, quantumgis,,,,,
271,10/20/2014 21:41:54,university of leeds,I conduct research,,,,,"Medicine, dentistry & health","other foundation, society or charity",1-5 years,Yes,"My work would require more effort, but it would still be possible",No,Yes - a taught course,I'm not involved in bid writing,"Nvivo, ",nvivo,phd student,Female,Permanent,Microsoft Windows,True
,,,,,,,,,,,,,,,,,,,,,,
273,10/20/2014 22:14:10,university of bristol,I conduct research,,,,,Humanities & language based studies & archaeology,ahrc - arts and humanities research council,More than 20 years,Yes,It would make no significant difference to my work,No,No,"No, but we expected to develop software as part of the project",,,lecturer,Female,Permanent,Microsoft Windows,False
274,10/20/2014 22:15:05,university of bristol,I conduct research,,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,1-5 years,Yes,"My work would require more effort, but it would still be possible",Yes,Yes - self taught using online resources or books,I'm not involved in bid writing,"Mathematica, Matlab", mathematica,postdoctoral researcher,Female,Fixed term,Linux,True
,,,,,,,,,,,,,,,,,matlab,,,,,
275,10/20/2014 22:23:18,university of bristol,I conduct research,,,,,Engineering & technology,epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Matlab, Abaqus, Python",matlab,phd student,Male,Fixed term,Don't have a preference,True
,,,,,,,,,,,,,,,,,abaqus,,,,,
,,,,,,,,,,,,,,,,, python,,,,,
276,10/20/2014 22:37:13,queen mary university of london,I conduct research, I manage researchers or research projects,,,,Social studies,esrc - economic and social research council,11-15 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books",Yes,"Stata, R, Emacs, Sed, Awk, Mathematica", stata,lecturer,Male,Permanent,Mac OS X,True
,,,,,,,,,,,,,,,,,r,,,,,
,,,,,,,,,,,,,,,,, emacs,,,,,
,,,,,,,,,,,,,,,,, sed,,,,,
,,,,,,,,,,,,,,,,, awk,,,,,
,,,,,,,,,,,,,,,,, mathematica,,,,,
277,10/21/2014 0:08:58,queen's university belfast,I conduct research, I manage researchers or research projects,,,,Engineering & technology,european union,More than 20 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,"No, but we expected to develop software as part of the project","MathCad, CST Microwave Studio, Agilen ADS, MultiSim ",mathcad,reader,Male,Permanent,Microsoft Windows,True
,,,,,,,,,,,,,,,,, cst microwave studio,,,,,
,,,,,,,,,,,,,,,,, agilen ads,,,,,
,,,,,,,,,,,,,,,,, multisim ,,,,,
278,10/21/2014 6:08:26,university of newcastle,Other,,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Labview, Origin, Kaleida Graph, Igor",labview,lecturer,Female,Fixed term,Mac OS X,True
,,,,,,,,,,,,,,,,, origin,,,,,
,,,,,,,,,,,,,,,,, kaleidagraph,,,,,
,,,,,,,,,,,,,,,,, igor,,,,,
279,10/21/2014 8:22:50,queen mary university of london,I conduct research,,,,,Humanities & language based studies & archaeology,university central funds,6-10 years,Yes,"My work would require more effort, but it would still be possible",No,No,No,"I used Bento from Filemaker , I'm now flailing around looking for an alternative since it was withdrawn. ",bento,lecturer,Female,Permanent,Mac OS X,True
,,,,,,,,,,,,,,,,,,,,,,
280,10/21/2014 9:01:38,university of nottingham,I conduct research, I manage researchers or research projects, I develop software for researchers,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,6-10 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,No,"MestReNova, R, Prism, many proprietary softwares for individual analytical instruments",mestrenova,research fellow,Male,Fixed term,Linux,True
,,,,,,,,,,,,,,,,,r,,,,,
,,,,,,,,,,,,,,,,, prism,,,,,
,,,,,,,,,,,,,,,,,,,,,,
281,10/21/2014 9:14:21,university of leeds,I conduct research, I support researchers,,,,"Biological, mathematical & physical sciences",nerc - natural environment research council,6-10 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,No,Matlab,matlab,other,Female,Permanent,Microsoft Windows,True
282,10/21/2014 9:15:57,university of glasgow,I conduct research, I develop software for researchers,,,,"Biological, mathematical & physical sciences",stfc - science and technology facilities council,6-10 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,"No, but we expected to develop software as part of the project","geant4, recpack, maus", geant4,postdoctoral researcher,Male,Fixed term,Linux,True
,,,,,,,,,,,,,,,,, recpack,,,,,
,,,,,,,,,,,,,,,,, maus,,,,,
283,10/21/2014 9:17:39,imperial college london,I conduct research,,,,,"Biological, mathematical & physical sciences",epsrc - engineering and physical sciences research council,11-15 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - a taught course,"No, but we expected to develop software as part of the project","alberta-fem, see http://www.alberta-fem.de/",alberta-fem,lecturer,Male,Permanent,Linux,True
,,,,,,,,,,,,,,,,,,,,,,
284,10/21/2014 9:19:33,university of glasgow,I conduct research, I support researchers, I manage researchers or research projects,,,"Biological, mathematical & physical sciences",european union,More than 20 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - a taught course,Yes,"GAP - Groups Algorithms Programming,Haskell various research versions: Eden GpH ,",gap,professor,Male,,Linux,True
,,,,,,,,,,,,,,,,,haskell,,,,,
,,,,,,,,,,,,,,,,,,,,,,
285,10/21/2014 9:30:04,university of leeds,I support researchers,,,,,"Medicine, dentistry & health",don't know,15-20 years,No,It would make no significant difference to my work,No,No,No,,,lecturer,Female,Permanent,Microsoft Windows,False
286,10/21/2014 9:49:18,university of liverpool,I conduct research,,,,,Architecture & planning,european union,1-5 years,Yes,"My work would require more effort, but it would still be possible",No,No,No,"ArcGIS, SPSS", arcgis,postdoctoral researcher,Female,Fixed term,Mac OS X,True
,,,,,,,,,,,,,,,,,spss,,,,,
287,10/21/2014 9:52:40,university of birmingham,I conduct research, I support researchers, I manage researchers or research projects,,,Engineering & technology,european union,6-10 years,Yes,"My work would require more effort, but it would still be possible",No,No,I'm not involved in bid writing,"Sigmaplot,Matlab,Minitab",sigmaplot,research fellow,Female,Fixed term,Don't have a preference,True
,,,,,,,,,,,,,,,,,matlab,,,,,
,,,,,,,,,,,,,,,,, minitab,,,,,
288,10/21/2014 9:54:35,queen mary university of london,I conduct research, I support researchers, I manage researchers or research projects,,,Humanities & language based studies & archaeology,ahrc - arts and humanities research council,More than 20 years,No,It would make no significant difference to my work,No,No,No,,,professor,Female,Permanent,Mac OS X,False
289,10/21/2014 9:56:06,queen mary university of london,I conduct research, I manage researchers or research projects, I develop software for researchers,Other,,Engineering & technology,epsrc - engineering and physical sciences research council,6-10 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books",Yes,"python, java, matlab, octave, lisp", python,lecturer,Male,Permanent,Mac OS X,True
,,,,,,,,,,,,,,,,, java,,,,,
,,,,,,,,,,,,,,,,,matlab,,,,,
,,,,,,,,,,,,,,,,, octave,,,,,
,,,,,,,,,,,,,,,,, lisp,,,,,
290,10/21/2014 9:58:27,queen's university belfast,I conduct research,,,,,"Biological, mathematical & physical sciences",university central funds,More than 20 years,Yes,"My work would require more effort, but it would still be possible",No,No,No,"Sage , Mathematica ", sage,professor,Male,Permanent,Microsoft Windows,True
,,,,,,,,,,,,,,,,, mathematica,,,,,
291,10/21/2014 10:09:22,university of birmingham,I conduct research,,,,,Engineering & technology,european union,6-10 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - a taught course,No,Matlab,matlab,research fellow,Male,Fixed term,Don't have a preference,True
292,10/21/2014 10:09:30,university of bristol,I conduct research,,,,,Engineering & technology,epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - self taught using online resources or books,I'm not involved in bid writing,"MATLAB, microsoft excel",matlab,phd student,Female,Fixed term,Microsoft Windows,True
,,,,,,,,,,,,,,,,, microsoft excel,,,,,
293,10/21/2014 10:13:20,imperial college london,I conduct research,,,,,Engineering & technology,university central funds,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project",,,phd student,Male,Fixed term,Mac OS X,False
294,10/21/2014 10:17:36,imperial college london,I conduct research,,,,,Engineering & technology,epsrc - engineering and physical sciences research council,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,"Yes - a taught course, Yes - self taught using online resources or books",I'm not involved in bid writing,"R, GAMS, cplex, Bash",r,phd student,Male,Fixed term,Linux,True
,,,,,,,,,,,,,,,,, gams,,,,,
,,,,,,,,,,,,,,,,, cplex,,,,,
,,,,,,,,,,,,,,,,, bash,,,,,
295,10/21/2014 10:17:55,university of birmingham,I conduct research,,,,,Education,"other foundation, society or charity",Less than a year,Yes,"My work would require more effort, but it would still be possible",Yes,No,I'm not involved in bid writing,"NVivo,SPSS,Excel,",nvivo,postdoctoral researcher,Female,Fixed term,Microsoft Windows,True
,,,,,,,,,,,,,,,,,spss,,,,,
,,,,,,,,,,,,,,,,, microsoft excel,,,,,
,,,,,,,,,,,,,,,,,,,,,,
296,10/21/2014 10:24:51,university of nottingham,I conduct research,,,,,"Biological, mathematical & physical sciences",university central funds,1-5 years,Yes,It would not be practical to conduct my work without software,Yes,No,I'm not involved in bid writing,"LabView, Origin, ",labview,postdoctoral researcher,Prefer not to say,Fixed term,Microsoft Windows,True
,,,,,,,,,,,,,,,,, origin,,,,,
,,,,,,,,,,,,,,,,,,,,,,
297,10/21/2014 10:28:44,university of bristol,I conduct research,,,,,"Medicine, dentistry & health",mixed funding,1-5 years,Yes,"My work would require more effort, but it would still be possible",No,No,I'm not involved in bid writing,"NVivo, RefMan, RevMan, Endnote, STATA, Microsoft Access",nvivo,postdoctoral researcher,Female,Fixed term,Don't have a preference,True
,,,,,,,,,,,,,,,,, refman,,,,,
,,,,,,,,,,,,,,,,, revman,,,,,
,,,,,,,,,,,,,,,,, endnote,,,,,
,,,,,,,,,,,,,,,,, stata,,,,,
,,,,,,,,,,,,,,,,, microsoft access,,,,,
298,10/21/2014 10:37:17,university of birmingham,I conduct research, I support researchers, I manage researchers or research projects,,,Engineering & technology,industry,More than 20 years,Yes,It would not be practical to conduct my work without software,Yes,Yes - a taught course,"No, but we expected to develop software as part of the project","Abaqus, Matlab/Simulink, Simpack, MSC-ADAMS, CarSim",abaqus,lecturer,Male,Permanent,Microsoft Windows,True
,,,,,,,,,,,,,,,,, matlab,,,,,
,,,,,,,,,,,,,,,,, simpack,,,,,
,,,,,,,,,,,,,,,,, msc-adams,,,,,
,,,,,,,,,,,,,,,,, carsim,,,,,
299,10/21/2014 10:37:48,university of sheffield,I conduct research,,,,,Administrative & business studies,don't know,6-10 years,Yes,It would not be practical to conduct my work without software,No,No,No,Stata, stata,reader,Male,Permanent,Linux,True
